Claimant ZIP,Employer ZIP,Case,Filed,Status,Employer,Amount Demanded,Amount Resolved,Closed,Industry
60608,60804,15-A00764,2015-08-14,Fully Paid,"Bread and Cake Distribution, Inc DBA La Baguette Bakery",5790,,2016-05-31,"Food, Beverage & Tobacco"
60565,60540,15-A00765,2015-08-18,Dismissed,Meson  Sabika,0,,2016-06-24,Restaurant
60623,60623,15-A00766,2015-08-18,Dismissed,Phoenix Brake Co,,,2015-11-13,Service
60124,14606-2096,15-A00767,2015-08-18,Fully Paid,Rochester Optical,280.85,,2016-04-12,Health Care
60651,,15-A00768,2015-08-10,Dismissed,Chicago Public School ,,,,Education
60073,,15-A00769,2015-08-18,Dismissed,Fox Valley Hot Rods,,,,Automotive
61101,,15-A00770,2015-08-20,Dismissed,Tri-Dim,,,,Cleaning Services - Home & Office
61109,,15-A00771,2015-08-20,Dismissed,Tri-Dim ,,,,Cleaning Services - Home & Office
60435,,15-A00772,2015-08-31,Dismissed,Evergreen Sprinkler System,,,,Service
60647,,15-A00773,2015-08-18,Dismissed,"US Security Assoc, Inc",,,,Security Company
60609,,15-A00774,2015-08-17,Dismissed,PMR,,,,Construction/Landscaping
61109,,15-A00775,2015-09-11,Dismissed,La Voz Latina,,,,Non-Profit
60061,,15-A00776,2015-08-06,Dismissed,Mental Health and Deafness,,,,Health Care
60087,,15-A00777,2015-08-31,Dismissed,Greg's Auto Body,,,,Automotive
60085,,15-A00778,2015-08-24,Dismissed,Ateco,,,,
60623,,15-A00779,2015-08-21,Dismissed,La Pescaderia Pacific Coast Seafood ,,,,Restaurant
60176,,15-A00780,2015-08-21,Dismissed,Tworkowski Lukasz,,,,Construction/Landscaping
33020,,15-A00781,2015-08-04,Dismissed,"Pro Star Freight Systems, Inc",,,,Transportation
61350,,15-A00782,2015-08-04,Dismissed,UCP Home Health Care,,,,Health Care
60123,60564,15-A00783,2015-06-19,Dismissed,"1 800 Asphalt Pave Seal and Stripe, LLC",,,2016-08-19,Construction/Landscaping
52732,60516,15-A00784,2015-08-17,Dismissed,"ABA of Illinois, LLC",,,2015-11-18,Consulting
60073,60047,15-A00785,2015-08-25,Dismissed,Shaf Corp,,,2015-12-02,Construction/Landscaping
60502,60559,15-A00786,2015-10-19,Dismissed,STANDARD MARKET,,,2016-03-17,Restaurant
60503,60506,15-A00787,2015-10-23,Dismissed,RACHEL'S LEARINING CENTER,,,2015-12-03,Education
60086,60085,15-A00788,2015-10-23,Dismissed,TALECRIS PLASMA RESOURCES,,,2015-12-03,Health Care
61448,60552,15-A00789,2015-10-23,Dismissed,HIGH HEELS DANCING COMPANY,,,,
,60081,15-A00791,2015-10-29,Fully Paid,"New Age Cryo, Inc",45221.27,,2016-08-09,Service
60178,60136,15-A00792,2015-02-17,Dismissed,Everest Excavating,,,2016-10-05,Service
60632,60446,15-A00793,2015-08-20,Dismissed,Mtz Bros Construction Co ,,,2016-05-11,Construction/Landscaping
60402,60090,15-A00794,2015-08-21,Fully Paid,"Crafton Pro Group, Inc",2407.25,2407.25,2016-06-15,Construction/Landscaping
60624,60624,15-A00795,2015-08-28,Dismissed,Kwick Mart,,,2015-12-19,Grocery
60651,60644,15-A00796,2015-08-25,Dismissed,Ayman Liquor Store,,,2016-04-27,"Food, Beverage & Tobacco"
60076,60657,15-A00797,2015-08-04,Dismissed,Chop Chop Chinaman,,,2015-11-17,Restaurant
60632,60608,15-A00798,2015-08-18,Fully Paid,"LK Steel, LLC",4920.65,,2016-08-01,Manufacturing
60025,60089,15-A00799,2015-08-25,Fully Paid,Buffalo Grove Auto Center Car Wash,1539.48,,2016-05-31,Car Wash
60076,60631,15-A00800,2015-08-31,Dismissed,Gerber Collision and Glass,,,2016-10-05,Service
60189,60532,15-A00801,2015-09-01,Dismissed,CF Funding Corp,,,2016-09-28,Financial Services
60178,60520,15-A00802,2015-09-02,Dismissed,Brackmann Trucking,,,2015-11-04,Transportation
60014,60014,15-A00803,2015-09-03,Fully Paid,"Joesph's Marketplace, Inc ",6873.72,,2016-10-11,Grocery
60632,60609,15-A00804,2015-09-09,Dismissed,"TSS Communications, Inc",,,2015-11-17,Telecommunications
60422,46320,15-A00805,2015-09-10,Dismissed,Free Enterprise Systems,,,2016-01-21,Transportation
61105,61111,15-A00806,2015-09-10,Fully Paid,"Hurd Management Services, Inc. ",2624.44,,2017-01-26,Service
60621,60612,15-A00807,2015-09-11,Dismissed,Rush University Medical Cntr,,,2015-12-14,Cleaning Services - Home & Office
60624,60148,15-A00808,2015-09-11,Dismissed,National Student Loan Rescue,,,2016-08-19,Financial Services
60018,,15-A00809,2015-08-19,Dismissed,Retail First Corp,,,2016-01-21,
61071,61071,15-A00812,2015-09-08,Dismissed,Schreiner's Express Lube,,,2015-12-05,Automotive
60073,60061,15-A00815,2015-09-14,Dismissed,Babies R Us,,,2016-06-14,Retail & Wholesale
60178,60540,15-A00816,2015-09-14,Dismissed,"Midwest Medical Services, Inc.",,,2016-11-02,Transportation
60621,60440,15-A00817,2015-09-14,Dismissed,Triune Logistics,,,2016-11-16,Day and Temporary Labor/Staffing
46403,60714,15-A00818,2015-09-14,Dismissed,BDJ Trucking,,,2016-07-13,Transportation
60636,60637,15-A00819,2015-09-14,Fully Paid,Parkshore Estates,6146.12,,2017-01-19,Health Care
,60623,15-A00820,2015-09-14,Dismissed,Las Quecas/La Catedral Cafe and Restaurant,,,2016-04-01,Restaurant
60649,60438,15-A00821,2015-09-15,Dismissed,"Progressive Security, Inc",,,2016-07-21,Security Company
42035,,15-A00822,2015-09-17,Dismissed,URS Energy and Construction Inc,,,2016-01-21,
60446,60440,15-A00824,2015-09-21,Dismissed,SLG,,,2016-11-10,Service
61364,61364,15-A00825,2015-09-22,Fully Paid,Eastwood Golf Course & Restaurant,7065.81,,2017-01-03,Restaurant
60435,60543,15-A00826,2015-09-18,Dismissed,Valley Dental Care,,,2016-09-29,Health Care
60660,60625,15-A00827,2015-11-03,Dismissed,Over Easy,0,,2016-03-23,Restaurant
60098,60014,15-A00828,2015-11-04,Dismissed,FRESH THYME FARMERS MARKET,7325,,2016-03-23,Grocery
60172,60172,15-A00829,2015-11-04,Dismissed,Shell Gas Station,,,2016-04-13,Retail & Wholesale
60067,60074,15-A00830,2015-11-04,Dismissed,Gamestop ,,,,Consumer Products
61101,61101,15-A00831,2015-11-05,Dismissed,Taking Care of Seniors/Home of Savers America,,,2016-01-11,
60586,60564,15-A00832,2015-09-24,Dismissed,Triple S Services,,,2016-07-15,Retail & Wholesale
60647,11718,15-A00833,2015-09-24,Dismissed,"Herron Foundation, Inc",,,,Non-Profit
60031,60124,15-A00834,2015-09-25,Dismissed,Interior Home Decorators/DBA G&L Decorating,,,2016-01-21,Construction/Landscaping
60018,60143,15-A00835,2015-09-25,Fully Paid,Bell Amore Cafe,1323.76,,2016-11-03,Restaurant
60201,,15-A00836,2015-09-28,Dismissed,Pete's Fresh Market ,,,2016-01-22,
60162,62226,15-A00837,2015-09-28,Dismissed,"Yale Enforcement Svc, Inc",,,2016-09-08,Security Company
60659,60077,15-A00839,2015-09-30,Fully Paid,Sherman Dodge,,,2016-08-23,Automotive
60110,60010,15-A00840,2015-09-29,Dismissed,"Crown Gym Mats, Inc",,,2016-01-22,Service
60426,60428,15-A00841,2015-09-28,Dismissed,Falcon Express,,,2016-04-28,Transportation
60629,60466,15-A00842,2015-09-03,Fully Paid,Park Forest Currency Exchange,1469.15,,2016-11-21,Financial Services
60632,60622,15-A00843,2015-09-08,Dismissed,Foot Clinics,,,2016-06-13,Health Care
60481,60421,15-A00844,2015-09-30,Fully Paid,Gilbert Trucking LLC,4809.21,,2016-10-20,Transportation
62249,62249,15-A00846,2015-09-22,Dismissed,Eaton B Line,,,2016-01-20,Manufacturing
62817,62859,15-A00848,2015-09-22,Dismissed,Farris Family Restaurant,,,2015-12-19,Restaurant
46324,60621,15-A00849,2015-09-22,Fully Paid,Beloved Community Family Wellness Cntr,765.85,,2017-01-25,Health Care
62704,,15-A00850,2015-09-18,Dismissed,TUI Contracting ,,,2016-01-22,Construction/Landscaping
27048,60402,15-A00851,2015-09-18,Dismissed,Quick Freight - MGR Freight Systems,,,2016-01-22,Transportation
60188,60106,15-A00852,2015-09-08,Dismissed,"MSG Services Group, Inc",,,2016-01-22,Security Company
60540,60123,15-A00853,2015-09-01,Dismissed,Independent Graphic Services,,,2016-01-22,Service
61704,,15-A00854,2015-09-10,Dismissed,"Mental Health and Deafness Resources, Inc",,,2016-01-22,Health Care
60644,,15-A00855,2015-09-04,Dismissed,,,,,
60647,60130,15-A00856,2015-09-03,Dismissed,American Security Services Inc.,,,2016-01-22,Security Company
60188,60565,15-A00857,2015-08-31,Dismissed,Ware Landscaping ,,,2016-01-07,Construction/Landscaping
61108,61112,15-A00858,2015-10-06,Dismissed,LOU BACHRODT AUTO MALL,,,2016-01-22,Automotive
60411,60612-7232,15-A00859,2015-10-07,Dismissed,UNIVERSITY OF ILLINOIS HOSPITAL,,,2016-01-22,Health Care
60618,60647,15-A00860,2015-10-09,Fully Paid,Longman and Eagle,8494.98,,2016-08-18,Restaurant
62401,62401,15-A00862,2015-10-08,Fully Paid,DAYS INN,9880,,2016-08-09,Lodging/Hospitality
60632,60603,15-A00863,2015-10-09,Dismissed,AXA ASSISTANCE USA,,,2016-12-05,Financial Services
60901,60914,15-A00864,2015-10-05,Dismissed,"ART'S LANDSCAPING, INC.",,,2016-01-27,Construction/Landscaping
60609,60630,15-A00865,2015-10-13,Fully Paid,EXTREME AUTO REPAIR SHOP,14980,,2016-09-14,Automotive
60060,60173,15-A00866,2015-10-13,Fully Paid,"KITAGAWA-NORTHTECH, INC.",,,2016-11-16,Manufacturing
60632,60301,15-A00867,2015-10-13,Fully Paid,DISOMMA FOOT AND ANKLE CLINIC,4850.69,,2016-08-01,Health Care
60623,60608,15-A00868,2015-10-13,Dismissed,SCHWAB REHABILITATION HOSPITAL,,,2016-01-27,Health Care
62024,62024,15-A00869,2015-10-13,Dismissed,AIRLINER BAR AND GRILL,,,2016-08-01,"Food, Beverage & Tobacco"
60632,60632,15-A00870,2015-10-13,Dismissed,EQUILIBRIUM,,,2016-08-25,Transportation
60618,60647,15-A00871,2015-10-13,Dismissed,LONGMAN & EAGLE,,,2016-01-27,Restaurant
60629,60106,15-A00872,2015-10-14,Dismissed,BOYLES AMERICA,,,2016-08-19,Transportation
60411,60411,15-A00873,2015-10-14,Dismissed,D & J PAVING,,,2016-03-16,Construction/Landscaping
61018,61115,15-A00874,2015-10-15,Dismissed,CARZ-R-US,,,2016-01-27,Automotive
62445,62445,15-A00875,2015-10-15,Dismissed,"MID ILLINOIS EQUIPMENT SALES, INC.",,,2015-12-19,Consumer Products
60624,60644,15-A00876,2015-10-16,Dismissed,HABILITATIVE SYSTEM INC. (H.S.I.),,,2016-08-01,Health Care
60073,60634,15-A00877,2015-10-10,Dismissed,ONE CONSTRUCTION,,,2016-05-03,Construction/Landscaping
60619,60649,15-A00879,2015-10-16,Dismissed,CITY OF CHICAGO DEPARTMENT OF WATER MGMT,,,2016-01-27,Government
60469,60469,15-A00880,2015-10-16,Fully Paid,"JACK HARRIS TRANSPORTATION, INC.",2669.75,,2017-02-09,Transportation
60804,60525,15-A00881,2015-10-13,Dismissed,WORLD MARKETING CHICAGO,,,2016-04-20,Service
60804,60603,15-A00882,2015-11-06,Dismissed,CHERRY CIRCLE ROOM,,,2016-01-11,
60050,60050,15-A00883,2015-11-13,Dismissed,POLYONE CORP,,,,
60652,60642,15-A00884,2015-10-10,Dismissed,U.S. SECURITY ASSOCIATION,,,2016-04-26,Security Company
60106,60007,15-A00885,2015-10-19,Dismissed,"EXPRESS GRINDING, INC.",,,2016-08-01,Manufacturing
60481,84107,15-A00886,2015-10-19,Dismissed,BRIDGE PROPERTY MANAGEMENT,,,2015-12-19,Real Estate
62630,62703,15-A00887,2015-10-27,Dismissed,LAWN PERKS,,,2016-08-01,Construction/Landscaping
60611,60018,15-A00889,2015-10-20,Dismissed,"UNIVERSAL PROTECTION SERVICE, LLP",,,2016-01-29,Security Company
60432,94588,15-A00890,2015-10-20,Dismissed,"DHR INC - HR METRICS, INC.",,,2016-12-23,Consulting
60619,60609,15-A00896,2015-10-23,Dismissed,"FAIRPLAY FOODS, INC.",,,2016-02-02,Grocery
60634,60191,15-A00897,2015-10-26,Dismissed,"NPS EXPRESS, INC.",,,2016-06-14,Transportation
60634,60176,15-A00899,2015-10-22,Dismissed,ARDEM CONSTRUCTION,,,2016-08-30,Construction/Landscaping
60423,60435,15-A00900,2015-10-23,Dismissed,HONDA OF JOLIET,,,2016-11-17,Automotive
61813,61820,15-A00901,2015-10-23,Dismissed,LO'S FARM,,,2016-01-20,Agriculture
60115,60462,15-A00902,2015-10-26,Dismissed,DUNKIN DONUTS/BASKIN ROBBINS,,,2016-10-11,Fast Food
60619,60619,15-A00903,2015-10-26,Dismissed,"SCR MEDIAL TRANSPORTATION, INC.",,,2016-01-05,Transportation
60626,60625,15-A00904,2015-11-16,Dismissed,OVER EASY CAFE,,,2015-12-03,
60660,60625,15-A00905,2015-11-16,Dismissed,OVER EASY CAFE,,,2015-12-03,
60466,60443,15-A00906,2014-10-23,Fully Paid,Marathon Gas Station and Car Wash,1000.38,,2016-10-11,Car Wash
62208,62269,15-A00907,2015-11-18,Fully Paid,RON & JO'S FIREARMS,130,,2016-11-03,Entertainment & Leisure
61761,61701,15-A00908,2015-11-18,Fully Paid,ALPHABET SOUP ACADEMY,721.98,,2016-12-05,Education
60707,60639,15-A00909,2015-12-01,Fully Paid,"NEWLY WEDS FOODS, INC",5644.46,,2016-04-19,
60039,60188,15-A00910,2015-11-16,Dismissed,TCC MOBILE,,,2016-10-06,Retail & Wholesale
61108,61115,15-A00911,2015-11-16,Dismissed,OFFICE DEPOT,,,2016-04-26,Retail & Wholesale
61364,60410,15-A00912,2015-11-17,Dismissed,HYDRO CHEM,200,,2016-03-23,Chemical
60134,60552,15-A00913,2015-11-30,Closed,HIGH HEELS DANCING COMPANY,,,2016-07-01,Entertainment & Leisure
,60616,15-A00914,2015-12-03,Fully Paid,Minghin,1446.44,,2016-03-18,Restaurant
,62644,15-A00915,2015-12-09,Dismissed,MCDONALDS RESTAURANT,,,2015-12-19,Restaurant
60565,94110,15-A00916,2015-07-10,Dismissed,"UBER TECHNOLOGIES, INC.",,,2016-12-23,Transportation
60433,60435,15-A00917,2015-12-11,Dismissed,APPLEBEE'S,8175,,2016-03-23,Restaurant
60402,60546,15-A00918,2015-12-07,Dismissed,ALDI,,,2016-05-27,Grocery
62226,62223,15-A00919,2015-12-07,Dismissed,UNITED PARCEL SERVICE,,,2016-03-10,
46312,60605,15-A00920,2015-12-11,Dismissed,"CANAL FOODS, INC. DBA DUNKIN/DONUTS BASKIN ROBBINS",,,2016-01-11,
,60606,15-A00921,2015-12-14,Dismissed,"MARKETSTAFF, INC.",0,,2016-04-18,Day and Temporary Labor/Staffing
,60026,15-A00922,2015-12-09,Dismissed,NORTHSHORE GASTRO,,,2016-04-25,Health Care
60621,60619,15-A00923,2015-12-10,Dismissed,SGR TRANSPORTATION,,,2016-01-11,
60963,60963,15-A00924,2015-12-11,Dismissed,Dollar General,,,2016-03-04,Department Stores
60113,51102-0625,15-A00925,2015-12-10,Dismissed,GLEESON CONSTRUCTOR'S AND ENGINEERING LLC,,,2016-03-23,
60632,60632,15-A00926,2015-12-11,Dismissed,NEWS FREDDY AGENCY,,,2016-06-15,Newspaper Publishers
60120,60107,15-A00927,2015-12-14,Dismissed,DR. SCHNEIDER DENTAL CARE,,,2016-01-11,
60085,60085,15-A00928,2015-12-21,Fully Paid,TAQUERIA EL CHARRO,3815,,2016-10-28,Restaurant
62711,63146,15-A00929,2015-12-21,Fully Paid,"CODING ENTERPRISES, LLC",1539.21,,2016-05-09,Health Care
60073,60089,15-A00930,2015-12-12,Dismissed,"SIEMENS INDUSTRY, INC.",,,2016-02-17,Manufacturing
60435,60543,15-A00932,2015-10-05,Dismissed,PCRK GROUP LLC dba MASSAGE ENVY GROUP,,,2016-12-22,Entertainment & Leisure
62702,62711,15-A00933,2015-09-22,Fully Paid,IHOP,,,2016-02-19,Restaurant
61856,61853,15-A00934,2015-11-12,Fully Paid,"NEZAR A. KASSEM, DDS, PC",572.71,,2016-04-19,Health Care
62340,62340,15-A00935,2015-11-09,Dismissed,THE BUCKET,,,2016-01-13,Restaurant
62704,62704,15-A00936,2015-11-09,Dismissed,LUCA PIZZA,,,,Restaurant
60202,60201,15-A00937,2015-11-12,Dismissed,DELBE'S CORNER CAFE,,,2016-11-28,Restaurant
60452,53218,15-A00938,2015-11-02,Dismissed,JUNIUS JAMES,,,2016-10-05,Day and Temporary Labor/Staffing
60626,60076,15-A00939,2015-10-30,Dismissed,BELLA EHRENPREIS HOUSEHOLD,,,2016-10-13,
60451,60060,15-A00940,2015-11-13,Dismissed,BLU PETROLEUM,,,2016-09-22,Energy
60436,60404,15-A00941,2015-12-16,Dismissed,MATTY'S GRILL & PANCAKE HOUSE,,,2016-05-11,Restaurant
60639,60402,15-A00942,2015-12-14,Dismissed,BODHI THAI BISTRO,,,2016-05-19,Restaurant
60804,60616,15-A00943,2015-09-24,Dismissed,BODHI THAI BISTRO,,,2016-05-19,Restaurant
60804,60645,15-A00944,2015-11-10,Dismissed,UNION SUSHI BARBEQUE BAR,,,2016-05-25,Restaurant
60641,60641,15-A00945,2015-11-09,Dismissed,CAR CARE AUTO SPA,,,2016-06-21,Automotive
60647,11718,15-A00946,2015-11-06,Dismissed,"HERRON FOUNDATION, INC.",,,2016-07-07,
60541,60115,15-A00947,2015-10-30,Dismissed,ARMOR LLC STAFFING,,,2016-03-17,Day and Temporary Labor/Staffing
61277,61241,15-A00948,2015-10-28,Dismissed,"I-80 EQUIPMENT, LLC",,,2016-03-03,Automotive
61102,61101,15-A00949,2015-10-02,Dismissed,Home Savers Of America (dba: TAKING CARE OF OUR SENIORS),,,2016-04-18,Health Care
60632,60513,15-A00950,2015-11-10,Dismissed,MATEK,,,2016-02-16,Automotive
60419,60457,15-A00951,2015-10-29,Dismissed,TRUE PLUMBING & SEWER,,,2016-09-28,Construction/Landscaping
60629,60101,15-A00952,2015-10-05,Dismissed,WEHRLI GENERAL CONTRACTING,0,,2016-08-04,Service
45439,60171,15-A00953,2015-10-02,Dismissed,VINYL TOUCH GRAPHICS,,,2016-10-24,Advertising
60110,60098,15-A00954,2015-09-04,Dismissed,ALL SEASONS ORCHARD,,,2016-04-26,Agriculture
60647,60642,15-A00955,2015-09-08,Dismissed,GALLERIA MARCHETTI,,,2016-04-26,Entertainment & Leisure
60623,60623,15-A00956,2015-11-12,Dismissed,PANADERIA LOS GALLOS,,,2016-04-18,"Food, Beverage & Tobacco"
60660,60053,15-A00957,2015-10-16,Dismissed,"LIFEWAY FOODS, INC.",,,2016-08-18,"Food, Beverage & Tobacco"
61701,60008,15-A00958,2015-10-16,Dismissed,"THE INSTITUTE FOR PERSON CENTERED ENRICHMENT, INC.",,,2016-11-30,Health Care
62946,62959,15-A00959,2015-11-09,Dismissed,PEACOCK COAL,,,2016-03-30,Health Care
61102,61108,15-A00960,2015-11-13,Dismissed,JCK CONSTRUCTION COMPANIES,,,2016-04-29,Construction/Landscaping
60586,60603,15-A00962,2015-11-02,Dismissed,UPRIGHT LAW,,,2016-03-29,Legal
60612,60608,15-A00963,2015-11-12,Dismissed,WESTSIDE TRANSFORMATION SECURITY,,,2016-09-23,Security Company
61107,61016,15-A00966,2015-11-04,Dismissed,MAGGIO AUTO & TRUCK CENTER ,,,2016-02-02,Automotive
60629,60173,15-A00967,2015-11-03,Dismissed,BRIGHTSTAR HEALTHCARE,,,2016-02-02,Health Care
60629,60076,15-A00968,2015-11-03,Dismissed,"1ST CHOICE SENIOR HOMECARE, INC.",,,2016-02-02,Health Care
,60085,15-A00969,2015-11-09,Dismissed,ATS TRUCKING ,,,2016-02-02,Construction/Landscaping
60623,60632,15-A00970,2015-11-09,Dismissed,LOS GALLOS #2,,,2016-02-02,Restaurant
60630,60093,15-A00971,2015-10-29,Dismissed,AT YOUR SERVICE,,,2016-02-02,Health Care
60477,60463,15-A00972,2015-11-25,Fully Paid,ANEMONE RESTAURANT CORP,211.63,,2016-11-16,Restaurant
60565,94103,15-A00973,2015-11-10,Dismissed,"UBER TECHNOLOGIES, INC.",,,2016-04-14,Transportation
60629,60018,15-A00974,2015-11-30,Dismissed,SWISSPORT,,,2016-11-30,
60609,60007,15-A00975,2015-11-02,Fully Paid,HOME INSTEAD SENIOR CARE #205,2200,2200,2016-10-12,Health Care
46403,60714,15-A00976,2015-12-30,Dismissed,BDJ TRUCKING,,,2016-05-03,Transportation
60641,60106,15-A00977,2015-12-30,Dismissed,FIDELITONE,,,2016-12-27,
61951,61951,15-A00978,2015-10-23,Dismissed,SULLIVAN FAMILY CARE,,,2016-03-14,Health Care
62258,62208,15-A00979,2015-12-18,Dismissed,J. JILL,,,,Retail & Wholesale
61008,61008,15-A00980,2015-12-21,Dismissed,HARBOR RAIL SERVICES COMPANY,,,2016-03-09,
60429,60443,15-A00981,2015-12-17,Dismissed,BURGER KING/TRI CITY FOODS,1500,,2016-03-23,Fast Food
62249,62249,15-A00982,2015-12-28,Dismissed,RANKINS CARDS & GIFTS INC. D/B/A VICKY'S HALLMARK,,,2016-04-07,Retail & Wholesale
60636,60613,15-A00983,2015-12-03,Closed,"CUBBY BEAR LOUNGE, LTD",0,,2016-05-12,Fast Food
62208,62208,15-A00984,2015-12-17,Dismissed,IMOS PIZZA,,,2016-01-23,
60004,60118,15-A00985,2015-12-31,Dismissed,THINGS REMEMBERED,,,2016-04-13,Retail & Wholesale
60098,60173,15-A00986,2015-11-12,Fully Paid,Ala Carte Entertainment/Finn McCool's Crystal Lake,524.42,,,Restaurant
60633,60615,15-A00987,2016-10-16,Dismissed,Ma'Dear Home Services Incorporated,,,2016-06-29,Health Care
60714,60625,15-A00988,2015-10-27,Dismissed,"Shabuya Express, Inc.",,,2016-06-02,Restaurant
60625,60527,15-A00989,2015-11-04,Dismissed,"Lucky Star Management/Trucking Experts, LLC",,,2016-01-22,Transportation
62702,62617,15-A00991,2015-11-03,Dismissed,Lane's Farm & Cellar,,,2016-02-18,Restaurant
60950,60453,15-A00992,2015-11-11,Dismissed,Les I. Inc./Les Brothers Restaurant,,,2016-10-24,Restaurant
60623,60661,15-A00993,2015-11-13,Fully Paid,Mila Restaurant Group/Mila One,2194.71,,2017-02-14,Restaurant
60637,60605,15-A00994,2015-11-15,Dismissed,Wingers USA LLC,,,2016-01-29,Fast Food
60435,60527,15-A00995,2015-11-16,Dismissed,"Remprex, LLC",,,2016-12-23,Service
60446,60477,15-A00997,2015-11-18,Dismissed,"U. S. Security Associates, Inc.",,,2016-11-30,Security Company
75670,77584,15-A00998,2015-11-17,Dismissed,"Paul Titus Group Inc. / dba: L & B Environmental Service, LLC",,,2016-11-30,Service
60804,60804,15-A00999,2015-11-18,Dismissed,"Quality Assurance Human Resource Service, Inc.",,,2016-11-10,Day and Temporary Labor/Staffing
60410,60450,15-A01000,2015-11-19,Dismissed,"Partners Property Preservation, Inc.",,,2016-02-02,Service
61701,61701-5002,15-A01001,2015-11-24,Dismissed,"Countermeasures, Inc.",,,2016-10-31,Consulting
60156,60102,15-A01003,2015-11-09,Dismissed,"ANUSHAO, INC D/B/A BASKIN ROBBINS",,,2016-06-28,Restaurant
60610,60605,15-A01004,2015-10-29,Dismissed,MELI CAFE ON DEARBORN,,,2016-07-07,Restaurant
62221,62298,15-A01005,2015-11-19,Fully Paid,SOUTHERN ILLINOIS IMAGING ASSOC.,236.5,,2016-11-21,Health Care
61821,61821,15-A01006,2015-12-09,Dismissed,MASHAWI GRILL,,,2016-03-29,Restaurant
60053,60062,15-A01007,2015-11-16,Dismissed,LIVENTUS,,,2016-02-17,Consulting
60148,60148,15-A01009,2015-11-18,Dismissed,THE GOLFERS EDGE,,,2016-09-13,Service
60636,60614,15-A01010,2015-12-03,Dismissed,HAKKA BAKKA,,,2016-11-28,
60636,60625,15-A01011,2015-12-03,Dismissed,INSPIRATION KITCHEN CORP.,,,2016-11-28,
60628,,15-A01012,2015-12-07,Dismissed,RENZEN BERGER,,,2016-02-10,Transportation
61770,61731,15-A01013,2015-11-25,Dismissed,Weber Farm's Trucking,,,2016-01-21,Cargo Handling
62703,62702,15-A01014,2015-12-09,Fully Paid,"Springfield Char House, Inc.",243.83,,2016-10-20,Restaurant
60115,60178,15-A01016,2015-12-11,Dismissed,Oaken Acres Wildlife Center,,,2016-03-11,Entertainment & Leisure
60628,60440,15-A01017,2015-12-11,Fully Paid,Allegiance Staffing,948,,2017-02-27,Day and Temporary Labor/Staffing
61866,61866,15-A01018,2015-12-11,Dismissed,Lincolns Challenge Academy,,,2016-04-07,Government
60636,60613,15-A01019,2015-12-11,Dismissed,Cubby Bear Lounge Ltd,0,,2016-06-13,Entertainment & Leisure
60459,60441,15-A01021,2015-12-11,Fully Paid,Pro-Line Construction & Remodeling Inc.,3246.78,,2017-03-06,Construction/Landscaping
61064,61021,15-A01022,2015-12-11,Dismissed,Bangkok Gardens Asian Cuisine,,,2016-09-27,Restaurant
60620,60609,15-A01023,2015-12-11,Dismissed,Pepsi,,,2016-05-06,Consumer Products
60085,60048,15-A01024,2015-12-13,Fully Paid,Guy Scopelliti Landscape,14051.62,,2016-08-09,Construction/Landscaping
